# constant,binary01,binaryAB,categorical,count,continuous
helloworld,0,A,X,5,0.38274520523256905
helloworld,1,A,X,9,0.6594796314297794
helloworld,0,A,Z,6,0.6647097120115476
helloworld,1,A,X,15,0.34249248697841117
helloworld,1,A,Y,16,0.525043439401698
helloworld,1,A,Y,12,0.022962853810262418
helloworld,0,A,X,5,0.8788916670860331
helloworld,1,A,Z,9,0.3011023068865534
helloworld,1,A,X,11,0.7319601975299411
helloworld,1,A,Z,13,0.010984844853103026
helloworld,1,A,Z,18,0.795736102121655
helloworld,1,A,Y,17,0.04352685040404136
helloworld,1,A,Z,13,0.1633342087331663
helloworld,1,A,X,16,0.9249308924514784
helloworld,1,A,Z,10,0.5959215335710897
helloworld,0,A,Z,12,0.5583206219402609
helloworld,0,A,Y,12,0.7813242687527193
helloworld,0,A,X,13,0.8772484933854768
helloworld,1,A,Y,14,0.20368101305713615
helloworld,0,A,Y,15,0.8243684886483561
helloworld,0,A,Z,17,0.5866750205982452
helloworld,1,A,Z,6,0.7070309843896213
helloworld,0,A,Y,6,0.7838395285741611
helloworld,0,A,Y,9,0.3447242145072751
helloworld,1,A,Z,16,0.3481156929206227
helloworld,0,A,Z,9,0.4266518680983665
helloworld,0,A,X,9,0.34943623736138585
helloworld,1,A,Z,8,0.39299503497766675
helloworld,0,A,Y,13,0.9174904631783465
helloworld,0,A,X,18,0.27029052115016616
helloworld,1,A,X,9,0.6786179310219305
helloworld,1,A,Y,6,0.586630285896173
helloworld,0,A,Y,13,0.9864967237077562
helloworld,1,A,Y,5,0.9096107570554375
helloworld,0,A,X,12,0.3828318834130352
helloworld,1,A,Y,8,0.46417894538593596
helloworld,1,A,Y,9,0.913474720890716
helloworld,1,A,Z,9,0.2900374547238388
helloworld,0,A,X,6,0.45359765228201765
helloworld,0,A,X,6,0.7593612602901932
helloworld,1,A,Y,15,0.3995814909649201
helloworld,1,A,Z,13,0.4143048199631437
helloworld,1,A,X,8,0.2789134402305088
helloworld,0,A,X,17,0.8025472167187528
helloworld,1,A,X,15,0.5254451570293613
helloworld,1,A,Z,17,0.42252417397779407
helloworld,1,A,Y,15,0.9494852945432545
helloworld,1,A,Z,5,0.4281389468871405
helloworld,0,A,Y,16,0.5456787359788119
helloworld,0,A,Z,14,0.48734919387759146
helloworld,1,A,Z,16,0.640647481960964
helloworld,1,A,Z,10,0.2419924394748164
helloworld,1,A,Y,18,0.6527321312146801
helloworld,0,A,Y,19,0.0018853770406775938
helloworld,0,A,Z,16,0.8819440707941407
helloworld,0,A,X,19,0.6938944153138757
helloworld,0,A,X,6,0.213600498920678
helloworld,1,A,Y,6,0.24304421886797312
helloworld,0,A,X,14,0.31463665701789834
helloworld,0,A,Z,7,0.29155686911995016
helloworld,1,A,Y,19,0.24328722596872587
helloworld,1,A,Z,18,0.4372413549294629
helloworld,0,A,Y,14,0.09326329317553594
helloworld,1,A,Z,7,0.330946384679194
helloworld,1,A,X,18,0.7810057496217544
helloworld,1,A,Y,15,0.13761921270826238
helloworld,1,A,Z,9,0.3558507505262779
helloworld,1,A,X,19,0.694278003280994
helloworld,1,A,X,15,0.8933027670542651
helloworld,0,A,Y,7,0.5479004239624639
helloworld,0,A,Y,19,0.704400297848726
helloworld,1,A,Y,10,0.33649615901603
helloworld,0,A,X,14,0.4119818967886857
helloworld,1,A,Y,6,0.8291822646345823
helloworld,1,A,Y,9,0.013708451750260364
helloworld,1,A,X,6,0.7597499842046072
helloworld,1,A,X,17,0.13678017221765604
helloworld,0,A,Y,11,0.07585315876439158
helloworld,0,A,Z,9,0.5136777981815672
helloworld,1,A,X,15,0.55165939867771
helloworld,1,A,Z,15,0.7776096750644986
helloworld,0,A,Y,14,0.21138597320203545
helloworld,0,A,Z,9,0.8365471854299431
helloworld,0,A,X,16,0.880556297769759
helloworld,1,A,X,14,0.9181674219062573
helloworld,0,A,Y,17,0.9615850270464589
helloworld,1,A,X,6,0.560973589829743
helloworld,1,A,X,5,0.685604507120613
helloworld,1,A,X,13,0.916648373229919
helloworld,1,A,Y,12,0.8050247149457627
helloworld,1,A,Y,18,0.9865590539102416
helloworld,0,A,X,5,0.9207661197048089
helloworld,1,A,Z,15,0.20949210723498468
helloworld,1,A,Z,9,0.491943890920305
helloworld,0,A,X,13,0.13529207049228675
helloworld,1,A,Y,15,0.802986537015651
helloworld,0,A,Y,16,0.6630101642003084
helloworld,1,A,X,11,0.055538703696435765
helloworld,0,A,Z,19,0.2542942534122906
helloworld,1,A,Y,7,0.7156227071498301
helloworld,0,A,Z,14,0.6279045441418256
helloworld,1,A,X,13,0.4147048651858115
helloworld,1,A,X,12,0.4292148929208143
helloworld,1,A,Y,13,0.9980276894465036
helloworld,0,A,X,13,0.15997787256165985
helloworld,0,A,Z,17,0.3451980187217839
helloworld,0,A,Z,13,0.5083870013326037
helloworld,0,A,X,7,0.5440743534364828
helloworld,0,A,Z,9,0.8066082076452369
helloworld,0,A,Z,8,0.03414541749278832
helloworld,0,A,Y,15,0.02727842141964454
helloworld,0,A,Y,12,0.8254415700710476
helloworld,1,A,X,19,0.31629804328825983
helloworld,0,A,Z,10,0.8593627404852464
helloworld,0,A,Z,13,0.7782262172722275
helloworld,0,A,X,9,0.31900782452008825
helloworld,1,A,Y,12,0.4777607864586302
helloworld,1,A,Y,18,0.9712953652690561
helloworld,1,A,Y,18,0.8809030512455678
helloworld,0,A,X,16,0.49272676402665994
helloworld,0,A,X,11,0.8320673169930402
helloworld,1,A,Z,15,0.1329331936270488
helloworld,0,A,Z,17,0.6837420592775335
helloworld,1,A,Z,6,0.8073126871037282
helloworld,1,A,X,13,0.14337686528387816
helloworld,1,A,X,19,0.39699135781807926
helloworld,1,A,Z,11,0.0263525087354175
helloworld,0,A,Y,10,0.2667258657763778
helloworld,1,A,Y,10,0.9170624506792424
helloworld,1,A,Y,8,0.8091237080806067
helloworld,1,A,Y,7,0.8692236168616657
helloworld,1,A,Y,7,0.938160706106104
helloworld,1,A,Y,15,0.47213999035387144
helloworld,1,A,Z,16,0.9987017800262622
helloworld,1,A,Y,18,0.09878894157831908
helloworld,0,A,Z,15,0.07322063252634614
helloworld,0,A,Y,13,0.7407265381438122
helloworld,0,A,X,6,0.007659588153464014
helloworld,0,A,X,12,0.09041164784741429
helloworld,1,A,X,19,0.030343517186720792
helloworld,0,A,Y,6,0.44067276808072664
helloworld,0,A,X,14,0.18126070802415872
helloworld,1,A,X,11,0.003394157616300575
helloworld,0,A,Y,11,0.3012214999064169
helloworld,0,A,Z,11,0.047135016277019326
helloworld,0,A,Y,14,0.8831968629859543
helloworld,1,A,Z,10,0.41414460602958836
helloworld,1,A,X,19,0.3282963142824624
helloworld,1,A,Y,19,0.27966317060819756
helloworld,0,A,Y,8,0.7144192379948962
helloworld,1,A,Z,12,0.5946899417081895
helloworld,0,A,Z,9,0.6695405788556272
helloworld,0,A,Z,18,0.9390484876912457
helloworld,1,A,Y,12,0.8426647955491781
helloworld,0,A,Z,11,0.6888953817602769
helloworld,0,A,Y,17,0.3701064582012199
helloworld,0,A,X,11,0.2525329777877038
helloworld,0,A,Y,19,0.6925821045146383
helloworld,1,A,Y,14,0.4916568140430738
helloworld,1,A,Z,11,0.10916733373856502
helloworld,0,A,Z,7,0.7260345323902301
helloworld,0,A,Z,5,0.7038446323622489
helloworld,0,A,Y,18,0.763192231877068
helloworld,0,A,Y,17,0.2335462084743518
helloworld,1,A,Z,11,0.11736049842642782
helloworld,1,A,X,5,0.3777512769748971
helloworld,1,A,X,11,0.9334568843686227
helloworld,0,A,X,18,0.22474850380761358
helloworld,1,A,Y,13,0.45729691289884067
helloworld,0,A,X,11,0.025853290339652335
helloworld,0,A,X,12,0.0730372168068314
helloworld,0,A,X,12,0.5741855872997451
helloworld,1,A,Y,6,0.6674987279944924
helloworld,0,A,X,13,0.03663767843060217
helloworld,1,A,Z,18,0.502652476141793
helloworld,0,A,Z,5,0.4588573470935631
helloworld,1,A,Y,16,0.8640134169387648
helloworld,0,A,Z,5,0.12371238092179526
helloworld,0,A,X,13,0.42080892257634894
helloworld,0,A,Y,6,0.3052880892494245
helloworld,1,A,Y,11,0.5808440999367287
helloworld,1,A,Z,8,0.30986755219256756
helloworld,1,A,Z,10,0.0858340796487953
helloworld,0,A,X,18,0.007584058468954047
helloworld,0,A,X,16,0.24961289069588855
helloworld,0,A,X,19,0.2036178724347194
helloworld,1,A,Y,13,0.6826141675478717
helloworld,0,A,X,7,0.07853582577301221
helloworld,0,A,Y,19,0.8559507105577675
helloworld,1,A,Z,5,0.8883487869424578
helloworld,0,A,Y,5,0.7607459573532589
helloworld,1,A,Z,19,0.5785360920187473
helloworld,1,A,X,5,0.1314716852449156
helloworld,0,A,Y,11,0.7612182432968136
helloworld,0,A,Y,14,0.9638219445434905
helloworld,1,A,Z,6,0.7302173933301287
helloworld,0,A,Y,12,0.948968519731345
helloworld,0,A,Z,12,0.27632977105394174
helloworld,0,A,Y,5,0.2738196114319411
helloworld,1,A,Y,9,0.45811443468344604
helloworld,0,A,Z,13,0.9452507787452997
helloworld,1,A,Z,13,0.3124188637195472
helloworld,0,A,X,11,0.8345090698863908
helloworld,1,A,Z,6,0.44384475515828004
helloworld,1,A,Y,12,0.6943056338939433
helloworld,1,A,X,13,0.8912876732527042
helloworld,0,A,Z,11,0.6829431044707551
helloworld,1,A,X,9,0.8105703284984545
helloworld,0,A,Y,6,0.4427825843052495
helloworld,0,A,Y,7,0.914314180049297
helloworld,0,A,Y,7,0.04077640764460244
helloworld,0,A,Y,15,0.37160336152445095
helloworld,1,A,Y,18,0.689682395849336
helloworld,1,A,Z,7,0.566847457263859
helloworld,0,A,X,16,0.1835769424031548
helloworld,1,A,Z,5,0.5078507273797965
helloworld,1,A,Y,14,0.06453402097120631
helloworld,1,A,X,5,0.7141409138123236
helloworld,0,A,Z,11,0.47467443030416123
helloworld,1,A,Z,12,0.3622116978317842
helloworld,1,A,X,9,0.8496213474295821
helloworld,1,A,X,18,0.8513255819348848
helloworld,1,A,X,19,0.34924775069536695
helloworld,1,A,Y,15,0.8124670894803036
helloworld,1,A,Y,19,0.8723642868158057
helloworld,0,A,Y,13,0.47536295977327336
helloworld,0,A,Z,11,0.4839400187038545
helloworld,1,A,Z,6,0.8938548228291026
helloworld,0,A,X,7,0.252038844733818
helloworld,0,A,Z,8,0.10336225045696934
helloworld,0,A,Z,19,0.9938043482765412
helloworld,0,A,Z,13,0.4071362349183051
helloworld,1,A,Y,11,0.24415508827085974
helloworld,0,A,X,17,0.3873962069946164
helloworld,0,A,Y,9,0.6513811939055312
helloworld,1,A,X,9,0.9524389534602714
helloworld,1,A,Z,15,0.1570854279771936
helloworld,1,A,X,18,0.9484378870921771
helloworld,0,A,X,18,0.4195506772126961
helloworld,1,A,Z,18,0.9817642095029481
helloworld,0,A,Y,13,0.2099848866810896
helloworld,1,A,Y,7,0.077720963967425
helloworld,0,A,Y,11,0.9261614514137445
helloworld,0,A,X,19,0.7318816559834934
helloworld,0,A,Z,14,0.36651891359587563
helloworld,1,A,Y,15,0.8064756844999322
helloworld,0,A,X,19,0.671472788673451
helloworld,0,A,Y,11,0.0718883407511891
helloworld,1,A,X,16,0.5306485083019299
helloworld,0,A,Y,19,0.44518526678148507
helloworld,0,A,X,18,0.5295288023359944
helloworld,0,A,Z,6,0.2460272125126004
helloworld,1,A,X,8,0.7431243736973041
helloworld,0,A,X,14,0.35755782756154597
helloworld,1,A,Z,10,0.20514589544740847
helloworld,1,A,Z,15,0.6506095512650973
helloworld,1,A,Y,12,0.10688155995925386
helloworld,1,A,Z,19,0.6799620475787054
helloworld,1,A,Z,12,0.08092694538270928
helloworld,1,A,Z,12,0.11683282563669217
helloworld,0,A,Y,6,0.7194335251629957
helloworld,0,A,Z,7,0.6502281399053222
helloworld,0,A,X,7,0.5337354918663487
helloworld,1,A,Y,13,0.14033074719381733
helloworld,0,A,Z,5,0.5214530918451813
helloworld,1,A,Y,13,0.2589619239676477
helloworld,0,A,Z,11,0.14498111353043341
helloworld,1,A,X,14,0.5644648879781535
helloworld,1,A,Z,10,0.9846565872267111
helloworld,0,A,Y,13,0.9847114262108992
helloworld,1,A,Y,16,0.8921147325290715
helloworld,1,A,Y,8,0.4374898868762165
helloworld,0,A,Y,14,0.0013136253548970966
helloworld,1,A,X,11,0.47731050352513416
helloworld,1,A,Z,8,0.7995527991408662
helloworld,0,A,Y,8,0.502195323343848
helloworld,0,A,X,7,0.812239616118627
helloworld,1,A,Z,16,0.9400305936796255
helloworld,1,A,X,18,0.6827420966782002
helloworld,0,A,Z,10,0.6067575144765578
helloworld,0,A,X,11,0.20206816995254473
helloworld,1,A,X,9,0.687053393865628
helloworld,0,A,Z,19,0.8763681118181244
helloworld,0,A,Y,14,0.17968742116376102
helloworld,0,A,Z,16,0.4461027531445103
helloworld,0,A,X,15,0.864977170989927
helloworld,0,A,Y,16,0.45140500658210825
helloworld,1,A,Y,8,0.09954301404795074
helloworld,1,A,X,13,0.8659907470009538
helloworld,1,A,Z,6,0.029637115525270596
helloworld,0,A,Y,11,0.042206804999944114
helloworld,0,A,Y,7,0.47654847135497
helloworld,0,A,Y,17,0.06048012449249951
helloworld,0,A,X,7,0.8428732639258201
helloworld,0,A,X,12,0.7283503586577605
helloworld,0,A,Y,14,0.33861432461572427
helloworld,0,A,Y,5,0.3275686108910092
helloworld,0,A,Y,11,0.9972853329960315
helloworld,0,A,Y,14,0.8308853865085611
helloworld,0,A,X,5,0.4292773804153094
helloworld,1,A,X,15,0.15402634009332994
helloworld,1,A,Y,18,0.8668496612325263
helloworld,1,A,X,17,0.7223898406884366
helloworld,0,A,X,15,0.6779419940005156
helloworld,1,A,Y,19,0.10093001677439528
helloworld,0,A,Y,11,0.47850198284365997
helloworld,0,A,X,9,0.2795525059139671
helloworld,1,A,Y,11,0.7799253160168205
helloworld,1,A,X,18,0.37509929643786377
helloworld,0,A,X,19,0.9873273917422959
helloworld,0,A,X,7,0.2720128828089038
helloworld,1,A,Z,16,0.20713334943650974
helloworld,1,A,Y,13,0.4269205762563798
helloworld,0,A,Z,16,0.9979029843399378
helloworld,0,A,Y,12,0.001036005593184508
helloworld,1,A,Y,8,0.4268982287023565
helloworld,1,A,Z,9,0.8450164605128663
helloworld,1,A,Y,5,0.6830394885581833
helloworld,0,A,Z,5,0.297337992996457
helloworld,1,A,Y,11,0.9307077878102845
helloworld,0,A,Y,18,0.12283099598086622
helloworld,1,A,Z,9,0.9994164266948643
helloworld,1,A,X,16,0.8863481457968138
helloworld,1,A,Y,8,0.9848448782802299
helloworld,1,A,Y,16,0.1573422333054424
helloworld,0,A,Y,18,0.6922557777243279
helloworld,1,A,X,11,0.26405649233973305
helloworld,1,A,X,10,0.4804697116660174
helloworld,0,A,Y,19,0.07781771378547753
helloworld,1,A,Y,17,0.18352435727489425
helloworld,1,A,Y,8,0.03897011940080086
helloworld,1,A,X,6,0.2777229255093038
helloworld,0,A,Y,6,0.7138540862669164
helloworld,1,A,X,10,0.24118873777326766
helloworld,1,A,Z,8,0.5455294358653835
helloworld,1,A,X,16,0.8180812057398333
helloworld,1,A,Y,17,0.10926983865099726
helloworld,0,A,X,11,0.1579047551807361
helloworld,0,A,Z,15,0.03377099473069933
helloworld,0,A,Z,13,0.8191175574096112
helloworld,0,A,Z,18,0.18934703211450243
helloworld,0,A,X,12,0.09084411081410715
helloworld,1,A,X,14,0.5649330211476175
helloworld,0,A,Z,11,0.7175507265055869
helloworld,0,A,Z,13,0.43633712697226323
helloworld,0,A,X,10,0.6728440367631967
helloworld,0,A,Z,14,0.07317595791766462
helloworld,1,A,X,15,0.15807137495726165
helloworld,0,A,Z,17,0.08332279691473687
helloworld,1,A,Y,19,0.5110273392751041
helloworld,1,A,Y,15,0.40730687768203155
helloworld,0,A,X,13,0.4529202730387043
helloworld,0,A,Y,17,0.6928301241887695
helloworld,0,A,X,7,0.887017942532809
helloworld,0,A,Y,5,0.8562906835211475
helloworld,1,A,Y,14,0.906037768639341
helloworld,0,A,Y,13,0.4404981469609768
helloworld,0,A,X,18,0.9536540067665485
helloworld,1,A,Y,5,0.11968625604374294
helloworld,0,A,Y,16,0.8243917019976125
helloworld,0,A,X,8,0.2818206971002739
helloworld,0,A,Y,6,0.8328266292609066
helloworld,1,A,Z,19,0.02411321772703956
helloworld,0,A,X,9,0.7444082720265169
helloworld,1,A,X,9,0.22313128411496896
helloworld,1,A,X,9,0.26304287744496113
helloworld,1,A,X,12,0.9233815572598147
helloworld,1,A,Y,19,0.7698433405507698
helloworld,0,A,X,6,0.48360698984200845
helloworld,0,A,X,12,0.4048156855601508
helloworld,0,A,Z,16,0.27669642996644317
helloworld,1,A,Y,7,0.15432141822224732
helloworld,0,A,X,11,0.2718490019907245
helloworld,0,A,X,5,0.6206120974157395
helloworld,0,A,Z,13,0.46902313773732485
helloworld,1,A,Y,8,0.8700767890702836
helloworld,1,A,Z,12,0.539247829379941
helloworld,0,A,X,5,0.15884865398066217
helloworld,0,A,X,16,0.17442860583259334
helloworld,0,A,X,12,0.6661913522426737
helloworld,1,A,Y,19,0.29321115765557193
helloworld,0,A,X,12,0.9513292135147091
helloworld,1,A,X,18,0.025273412749462376
helloworld,0,A,Y,13,0.16981902590427633
helloworld,0,A,Y,11,0.5813014781489534
helloworld,1,A,X,5,0.04253978121479507
helloworld,1,A,Y,19,0.6704890858518405
helloworld,0,A,X,14,0.23682717955281118
helloworld,1,A,Y,18,0.918471944677852
helloworld,1,A,Y,16,0.9314004159336499
helloworld,1,A,Z,11,0.990673159741676
helloworld,1,A,X,6,0.0820204377062842
helloworld,0,A,Y,5,0.5968957175703601
helloworld,1,A,Z,18,0.0071042802837709695
helloworld,1,A,Y,19,0.0778607883500172
helloworld,0,A,X,12,0.8688003596947258
helloworld,1,A,Z,5,0.4038713517352539
helloworld,0,A,Z,17,0.8345234880008482
helloworld,1,A,Z,16,0.8131099588588772
helloworld,1,A,X,7,0.5607527998543284
helloworld,0,A,Y,13,0.5423646696417268
helloworld,1,A,X,15,0.9899004644877639
helloworld,0,A,Y,19,0.6338495224532613
helloworld,0,A,Y,15,0.6473662938911774
helloworld,1,A,X,5,0.38789642708325256
helloworld,0,A,Y,10,0.10793689465776146
helloworld,0,A,Z,9,0.8947874626395173
helloworld,1,A,Y,8,0.9074503908065804
helloworld,1,A,X,6,0.7301265175792704
helloworld,1,A,Y,18,0.8661109558233342
helloworld,0,A,Z,8,0.01065654325326193
helloworld,0,A,Z,13,0.6152072224349696
helloworld,0,A,Z,17,0.018016445125640823
helloworld,1,A,Z,12,0.34678107650660883
helloworld,0,A,Z,15,0.23898476023202775
helloworld,0,A,X,9,0.989723762362602
helloworld,0,A,Z,16,0.7966052388838137
helloworld,0,A,Z,7,0.08447966449416122
helloworld,1,A,Y,19,0.8618247100117544
helloworld,1,A,Z,13,0.6734105156540119
helloworld,1,A,Y,5,0.003602646641440499
helloworld,0,A,Y,18,0.08403303693291575
helloworld,1,A,Y,6,0.8878620812318841
helloworld,1,A,Z,13,0.1980795968713509
helloworld,1,A,Z,11,0.23302719448897813
helloworld,1,A,Z,5,0.5615293084781061
helloworld,1,A,Z,5,0.6931400997244775
helloworld,0,A,X,18,0.8354813085987801
helloworld,0,A,X,12,0.2928005136636387
helloworld,1,A,Y,10,0.5714412972967463
helloworld,1,A,Y,14,0.08195023702548854
helloworld,1,A,Z,19,0.37527841862418265
helloworld,1,A,X,9,0.34817150732091307
helloworld,0,A,Y,14,0.05870961912221373
helloworld,1,A,Z,18,0.6445327918393191
helloworld,1,A,Z,9,0.30492413656768613
helloworld,0,A,Y,11,0.21668718076892035
helloworld,1,A,Y,7,0.5422116325805906
helloworld,1,A,X,6,0.9862699510794818
helloworld,0,A,Z,7,0.755533059099164
helloworld,0,A,Y,13,0.31005957176414567
helloworld,0,A,Z,14,0.9845705335784661
helloworld,1,A,Y,17,0.9862341762879206
helloworld,0,A,Y,12,0.6442053577101048
helloworld,1,A,Z,8,0.0427069681560025
helloworld,1,A,X,6,0.8601381630757435
helloworld,0,A,X,18,0.360173684956976
helloworld,0,A,Z,6,0.9192081728898318
helloworld,0,A,Y,5,0.8491198124188577
helloworld,1,A,Z,15,0.7866951574580157
helloworld,1,A,Z,18,0.31316703906328525
helloworld,0,A,Z,16,0.4638200830923065
helloworld,0,A,Z,7,0.5527440375370034
helloworld,0,A,Y,14,0.4948042487223894
helloworld,0,A,Y,19,0.22374085856180403
helloworld,1,A,Z,19,0.8112942220696661
helloworld,0,A,Z,17,0.67904941730059
helloworld,0,A,Z,11,0.6940627200016174
helloworld,1,A,Y,18,0.8916635593172516
helloworld,0,A,X,19,0.4094928399092014
helloworld,0,A,Z,6,0.28930280299634104
helloworld,0,A,X,13,0.9539936475444095
helloworld,1,A,Z,6,0.670039691370908
helloworld,0,A,Z,8,0.4846880791507481
helloworld,0,A,X,8,0.3302289407788601
helloworld,0,A,X,14,0.4164936972670249
helloworld,0,A,Y,8,0.9175484379527352
helloworld,1,A,X,14,0.5717586337747456
helloworld,1,A,Z,16,0.6852352219768902
helloworld,1,A,Z,11,0.6343695943977129
helloworld,0,A,Y,14,0.44480491848877124
helloworld,0,A,Y,15,0.7625504728890451
helloworld,0,A,Z,17,0.4167071487193116
helloworld,0,A,Y,18,0.6046354942708296
helloworld,0,A,X,18,0.8146999826937654
helloworld,0,A,X,18,0.03276014423564755
helloworld,1,A,X,8,0.5769418458290031
helloworld,0,A,X,18,0.011354005906514142
helloworld,0,A,Y,10,0.20578093151042265
helloworld,1,A,X,17,0.06318264816863717
helloworld,1,A,Z,14,0.046631771245553066
helloworld,0,A,X,12,0.7251598407476273
helloworld,0,A,Z,7,0.41372750869714303
helloworld,1,A,Y,7,0.054977056629219034
helloworld,0,A,Y,11,0.8897504228048282
helloworld,1,A,X,13,0.7531407064807711
helloworld,1,A,Y,6,0.8750932426049483
helloworld,1,A,Y,5,0.7710712653947887
helloworld,1,A,X,15,0.7197524776201601
helloworld,0,A,Z,14,0.8558280342527713
helloworld,0,A,X,18,0.5153990989443263
helloworld,0,A,X,11,0.585817032270603
helloworld,1,A,Z,6,0.9730985305491685
helloworld,0,A,Z,15,0.6189705444721928
helloworld,1,A,Y,11,0.021833957977882235
helloworld,1,A,X,8,0.0421908248913343
helloworld,0,A,Y,13,0.6422355017707938
helloworld,1,A,Y,15,0.20365585584886114
helloworld,1,A,X,16,0.1858378580330987
helloworld,0,A,Y,5,0.2635679901882635
helloworld,0,A,Z,6,0.7106039265932319
helloworld,1,A,X,16,0.877547428699637
helloworld,1,A,Z,15,0.8140321183421555
helloworld,1,A,X,16,0.9038704562036847
helloworld,1,A,X,17,0.15524570579984476
helloworld,0,A,Y,6,0.5056602189240627
helloworld,0,A,Y,15,0.5364932098827415
helloworld,1,A,X,10,0.3895004886112302
helloworld,1,A,Y,17,0.3108179008607804
helloworld,1,A,Z,14,0.7961648064156067
helloworld,1,A,Y,6,0.9632572816555315
helloworld,1,A,Z,16,0.6491150451374745
helloworld,0,A,X,9,0.6641384321065545
helloworld,1,A,Z,7,0.4965477250292233
helloworld,0,A,Y,17,0.5548093780036589
helloworld,1,A,Y,16,0.5800473805910056
helloworld,0,A,X,15,0.37732331342163294
helloworld,0,A,Z,7,0.8138880715015916
helloworld,0,A,Y,17,0.26792031257208204
helloworld,0,A,X,5,0.5077983302615787
helloworld,1,A,Y,17,0.5446026933197263
helloworld,0,A,Z,8,0.5715516263399658
helloworld,1,A,Y,13,0.8398114455987942
helloworld,1,A,Z,14,0.6041281315197158
helloworld,1,A,X,16,0.2864752819101184
helloworld,1,A,Z,13,0.3708481167688745
helloworld,1,A,Z,17,0.05406153063864405
helloworld,1,A,Z,16,0.34471770955632275
helloworld,1,A,Z,11,0.5140157986505582
helloworld,0,A,X,14,0.4837356118204207
helloworld,0,A,Z,18,0.032619215421352044
helloworld,1,A,X,19,0.5429671275318118
helloworld,0,A,Y,18,0.9279780195441716
helloworld,1,A,X,16,0.030271137217013577
helloworld,1,A,X,8,0.8130084184183695
helloworld,0,A,Y,18,0.2935085480646683
helloworld,1,A,Z,18,0.26905060181690577
helloworld,1,A,Z,19,0.2972572403510647
helloworld,0,A,Z,12,0.3349297076162707
helloworld,1,A,Z,5,0.47041124427136327
helloworld,0,A,Z,5,0.405603711536767
helloworld,1,A,Z,7,0.43532485882561545
helloworld,1,A,X,16,0.39459497265202437
helloworld,1,A,Z,5,0.5011035915048848
helloworld,1,A,Z,9,0.6071822636749016
helloworld,0,A,X,7,0.6008015489248917
helloworld,1,A,Z,6,0.42122956204104234
helloworld,0,A,Z,6,0.5753956408360279
helloworld,0,A,Y,10,0.7827774359025691
helloworld,1,A,Y,10,0.18732136328106275
helloworld,0,A,Z,8,0.06094842284687174
helloworld,1,A,Z,13,0.7875427350615061
helloworld,1,A,Y,6,0.797381176890805
helloworld,0,A,Z,18,0.8438198404534233
helloworld,0,A,Y,18,0.5239882380210829
helloworld,0,A,X,7,0.5539413636795774
helloworld,0,A,Y,17,0.19829010197341623
helloworld,0,A,Y,14,0.1282402003228168
helloworld,1,A,Y,10,0.8094371372405469
helloworld,1,A,Y,6,0.5026984506886625
helloworld,0,A,Y,9,0.9262036836172802
helloworld,0,A,Z,18,0.12059671797619997
helloworld,0,A,Z,6,0.6979061499794207
helloworld,1,A,Z,15,0.15983191934681162
helloworld,0,A,X,16,0.5427180845893794
helloworld,1,A,Y,5,0.5372295328241031
helloworld,0,A,X,17,0.3003632304376098
helloworld,0,A,X,6,0.9738331130206365
helloworld,1,A,Y,16,0.4759663940680645
helloworld,1,A,Y,12,0.30431082705100965
helloworld,0,A,Z,15,0.7087642524369675
helloworld,1,A,Z,12,0.12067978207925623
helloworld,0,A,X,18,0.749781159586087
helloworld,1,A,Z,19,0.6949804604668737
helloworld,0,A,Y,18,0.17542231858598922
helloworld,0,A,Z,17,0.21156987836915875
helloworld,0,A,Z,6,0.22668232370312724
helloworld,1,A,X,18,0.4808353230217084
helloworld,0,A,Z,11,0.09080868449921664
helloworld,0,A,Y,7,0.9463156115273116
helloworld,1,A,X,10,0.2746803867952695
helloworld,0,A,Y,16,0.5364370709095582
helloworld,1,A,Z,16,0.5245376518704392
helloworld,1,A,Y,18,0.6328537539974814
helloworld,0,A,Y,9,0.9651485344387176
helloworld,1,A,Z,14,0.5292144418916044
helloworld,0,A,Y,6,0.5092030701459604
helloworld,1,A,X,7,0.22059611502431598
helloworld,1,A,Z,14,0.6872810545392235
helloworld,0,A,Z,17,0.6942992093406245
helloworld,0,A,X,19,0.7395104593390949
helloworld,0,A,Y,19,0.3202783004669685
helloworld,0,A,X,12,0.6091249309626877
helloworld,0,A,Z,15,0.6114493772154618
helloworld,1,A,Y,9,0.7468324665346137
helloworld,0,A,Y,11,0.3146118023845367
helloworld,1,A,X,6,0.6066938040494125
helloworld,1,A,Z,12,0.5902219079041837
helloworld,1,A,Y,18,0.3385360627838666
helloworld,0,A,Y,13,0.09219359111363179
helloworld,0,A,Z,14,0.9865252180690682
helloworld,0,A,Z,7,0.7819137530377345
helloworld,0,A,Y,16,0.2411009047940541
helloworld,1,A,Y,11,0.585888804069526
helloworld,1,A,X,7,0.5414111277272895
helloworld,1,A,Z,10,0.8191081699644759
helloworld,0,A,Y,7,0.7341422220468489
helloworld,1,A,Y,8,0.09527883275569882
helloworld,0,A,Y,9,0.6595551724245973
helloworld,1,A,Y,5,0.08277780417619596
helloworld,0,A,X,16,0.1854544305762681
helloworld,0,A,Y,6,0.44582325140414847
helloworld,0,A,X,6,0.7643258499655935
helloworld,0,A,Z,17,0.31874269999919
helloworld,1,A,Y,11,0.315181646569591
helloworld,1,A,X,11,0.09108310614876414
helloworld,1,A,Z,7,0.06796384047279513
helloworld,1,A,X,10,0.6130014066150061
